"","zip_code","first_dose","second_dose","single_dose","atleast_one_dose","fully_vaccinated","todaysdate"
"1771",76010,15,6,1,16,7,2022-04-26
"1772",76179,10,6,1,11,7,2022-04-26
"1773",77002,11,6,1,12,7,2022-04-26
"1774",78255,7,6,1,8,7,2022-04-26
"1775",77043,10,4,3,13,7,2022-04-26
"1776",77044,13,6,1,14,7,2022-04-26
"1777",77498,13,6,1,14,7,2022-04-26
"1778",78250,9,6,1,10,7,2022-04-26
"1779",78230,12,5,2,14,7,2022-04-26
"1780",78748,14,6,1,15,7,2022-04-26
"1781",80202,16,6,1,17,7,2022-04-26
"1782",80303,12,4,3,15,7,2022-04-26
"1783",78521,14,5,2,16,7,2022-04-26
"1784",80211,16,6,1,17,7,2022-04-26
"1785",78108,12,6,1,13,7,2022-04-26
"1786",80130,6,6,1,7,7,2022-04-26
"1787",80013,12,6,1,13,7,2022-04-26
"1788",84790,7,5,2,9,7,2022-04-26
"1789",85255,11,6,1,12,7,2022-04-26
"1790",89032,8,6,1,9,7,2022-04-26
"1791",89119,9,5,2,11,7,2022-04-26
"1792",90068,12,6,1,13,7,2022-04-26
"1793",85032,8,4,3,11,7,2022-04-26
"1794",85213,7,6,1,8,7,2022-04-26
"1795",89113,8,6,1,9,7,2022-04-26
"1796",89506,7,6,1,8,7,2022-04-26
"1797",90501,7,6,1,8,7,2022-04-26
"1798",90230,8,6,1,9,7,2022-04-26
"1799",91104,9,6,1,10,7,2022-04-26
"1800",91106,15,6,1,16,7,2022-04-26
"1801",90039,18,6,1,19,7,2022-04-26
"1802",92129,18,6,1,19,7,2022-04-26
"1803",92584,8,6,1,9,7,2022-04-26
"1804",93720,8,6,1,9,7,2022-04-26
"1805",92253,10,6,1,11,7,2022-04-26
"1806",92647,7,5,2,9,7,2022-04-26
"1807",92688,9,6,1,10,7,2022-04-26
"1808",94112,13,6,1,14,7,2022-04-26
"1809",93010,12,6,1,13,7,2022-04-26
"1810",94066,9,5,2,11,7,2022-04-26
"1811",94549,9,5,2,11,7,2022-04-26
"1812",95008,12,6,1,13,7,2022-04-26
"1813",95112,14,6,1,15,7,2022-04-26
"1814",94402,11,6,1,12,7,2022-04-26
"1815",97844,6,6,1,7,7,2022-04-26
"1816",98112,14,4,3,17,7,2022-04-26
"1817",98119,12,6,1,13,7,2022-04-26
"1818",10006,10,5,1,11,6,2022-04-26
"1819",10541,7,5,1,8,6,2022-04-26
"1820",11427,16,5,1,17,6,2022-04-26
"1821",10603,9,5,1,10,6,2022-04-26
"1822",11575,11,5,1,12,6,2022-04-26
"1823",14224,7,5,1,8,6,2022-04-26
"1824",14624,9,4,2,11,6,2022-04-26
"1825",15201,11,5,1,12,6,2022-04-26
"1826",13732,6,4,2,8,6,2022-04-26
"1827",14214,10,5,1,11,6,2022-04-26
"1828",15220,12,5,1,13,6,2022-04-26
"1829",16127,6,5,1,7,6,2022-04-26
"1830",16002,5,4,2,7,6,2022-04-26
"1831",17038,5,5,1,6,6,2022-04-26
"1832",15946,8,5,1,9,6,2022-04-26
"1833",16673,4,4,2,6,6,2022-04-26
"1834",15902,9,5,1,10,6,2022-04-26
"1835",18706,7,4,2,9,6,2022-04-26
"1836",18235,7,5,1,8,6,2022-04-26
"1837",18403,7,5,1,8,6,2022-04-26
"1838",20184,8,5,1,9,6,2022-04-26
"1839",19133,10,5,1,11,6,2022-04-26
"1840",20035,7,5,1,8,6,2022-04-26
"1841",20026,9,5,1,10,6,2022-04-26
"1842",20029,8,5,1,9,6,2022-04-26
"1843",19056,5,3,3,8,6,2022-04-26
"1844",20212,7,4,2,9,6,2022-04-26
"1845",22122,6,5,1,7,6,2022-04-26
"1846",22663,9,5,1,10,6,2022-04-26
"1847",22134,19,5,1,20,6,2022-04-26
"1848",22199,6,5,1,7,6,2022-04-26
"1849",22840,5,4,2,7,6,2022-04-26
"1850",22942,9,5,1,10,6,2022-04-26
"1851",23824,6,3,3,9,6,2022-04-26
"1852",26541,7,5,1,8,6,2022-04-26
"1853",22576,8,5,1,9,6,2022-04-26
"1854",23430,11,5,1,12,6,2022-04-26
"1855",23663,11,4,2,13,6,2022-04-26
"1856",25701,14,5,1,15,6,2022-04-26
"1857",23707,7,4,2,9,6,2022-04-26
"1858",27282,10,5,1,11,6,2022-04-26
"1859",26851,6,4,2,8,6,2022-04-26
"1860",27522,7,5,1,8,6,2022-04-26
"1861",27591,5,5,1,6,6,2022-04-26
"1862",28025,14,5,1,15,6,2022-04-26
"1863",28081,8,4,2,10,6,2022-04-26
"1864",27932,10,5,1,11,6,2022-04-26
"1865",28584,5,4,2,7,6,2022-04-26
"1866",30215,9,5,1,10,6,2022-04-26
"1867",30248,8,4,2,10,6,2022-04-26
"1868",29063,10,4,2,12,6,2022-04-26
"1869",29440,7,5,1,8,6,2022-04-26
"1870",29556,6,5,1,7,6,2022-04-26
"1871",29715,11,5,1,12,6,2022-04-26
"1872",28803,14,5,1,15,6,2022-04-26
"1873",30040,11,5,1,12,6,2022-04-26
"1874",32605,13,5,1,14,6,2022-04-26
"1875",30076,17,5,1,18,6,2022-04-26
"1876",30328,25,5,1,26,6,2022-04-26
"1877",32208,8,5,1,9,6,2022-04-26
"1878",32526,11,5,1,12,6,2022-04-26
"1879",32141,4,3,3,7,6,2022-04-26
"1880",32725,12,5,1,13,6,2022-04-26
"1881",32211,10,4,2,12,6,2022-04-26
"1882",32514,12,5,1,13,6,2022-04-26
"1883",32563,9,5,1,10,6,2022-04-26
"1884",33130,21,4,2,23,6,2022-04-26
"1885",33185,10,4,2,12,6,2022-04-26
"1886",33707,19,5,1,20,6,2022-04-26
"1887",33527,3,1,5,8,6,2022-04-26
"1888",33534,12,3,3,15,6,2022-04-26
"1889",33629,8,5,1,9,6,2022-04-26
"1890",33770,5,5,1,6,6,2022-04-26
"1891",34238,25,5,1,26,6,2022-04-26
"1892",34481,11,4,2,13,6,2022-04-26
"1893",33616,12,5,1,13,6,2022-04-26
"1894",34217,5,5,1,6,6,2022-04-26
"1895",33619,5,4,2,7,6,2022-04-26
"1896",33701,14,4,2,16,6,2022-04-26
"1897",33830,9,5,1,10,6,2022-04-26
"1898",33844,14,4,2,16,6,2022-04-26
"1899",33953,8,5,1,9,6,2022-04-26
"1900",34239,13,5,1,14,6,2022-04-26
"1901",34772,10,5,1,11,6,2022-04-26
"1902",36116,11,4,2,13,6,2022-04-26
"1903",33993,7,4,2,9,6,2022-04-26
"1904",34142,8,3,3,11,6,2022-04-26
"1905",34275,16,5,1,17,6,2022-04-26
"1906",37923,7,5,1,8,6,2022-04-26
"1907",36608,10,5,1,11,6,2022-04-26
"1908",37042,13,2,4,17,6,2022-04-26
"1909",44035,10,5,1,11,6,2022-04-26
"1910",44023,8,5,1,9,6,2022-04-26
"1911",44109,5,5,1,6,6,2022-04-26
"1912",44646,7,4,2,9,6,2022-04-26
"1913",39503,7,5,1,8,6,2022-04-26
"1914",48126,12,5,1,13,6,2022-04-26
"1915",46123,8,5,1,9,6,2022-04-26
"1916",48304,7,5,1,8,6,2022-04-26
"1917",55408,9,5,1,10,6,2022-04-26
"1918",49855,6,4,2,8,6,2022-04-26
"1919",48111,6,2,4,10,6,2022-04-26
"1920",54115,7,5,1,8,6,2022-04-26
"1921",55446,10,5,1,11,6,2022-04-26
"1922",55406,5,4,2,7,6,2022-04-26
"1923",49301,6,5,1,7,6,2022-04-26
"1924",55449,7,5,1,8,6,2022-04-26
"1925",57103,11,5,1,12,6,2022-04-26
"1926",60148,9,5,1,10,6,2022-04-26
"1927",60056,8,5,1,9,6,2022-04-26
"1928",60189,11,5,1,12,6,2022-04-26
"1929",60623,10,4,2,12,6,2022-04-26
"1930",60016,11,4,2,13,6,2022-04-26
"1931",60073,8,5,1,9,6,2022-04-26
"1932",61761,9,5,1,10,6,2022-04-26
"1933",60617,8,5,1,9,6,2022-04-26
"1934",63005,10,5,1,11,6,2022-04-26
"1935",63021,28,5,1,29,6,2022-04-26
"1936",63103,13,4,2,15,6,2022-04-26
"1937",63104,21,1,5,26,6,2022-04-26
"1938",65202,6,4,2,8,6,2022-04-26
"1939",65401,4,4,2,6,6,2022-04-26
"1940",63368,9,5,1,10,6,2022-04-26
"1941",70601,8,5,1,9,6,2022-04-26
"1942",66061,12,4,2,14,6,2022-04-26
"1943",66441,7,5,1,8,6,2022-04-26
"1944",71913,6,5,1,7,6,2022-04-26
"1945",73013,7,5,1,8,6,2022-04-26
"1946",75072,11,4,2,13,6,2022-04-26
"1947",75089,7,5,1,8,6,2022-04-26
"1948",75287,12,5,1,13,6,2022-04-26
"1949",75150,10,5,1,11,6,2022-04-26
"1950",75229,10,4,2,12,6,2022-04-26
"1951",76116,12,5,1,13,6,2022-04-26
"1952",75126,10,5,1,11,6,2022-04-26
"1953",75235,11,4,2,13,6,2022-04-26
"1954",76177,6,5,1,7,6,2022-04-26
"1955",76548,9,5,1,10,6,2022-04-26
"1956",77099,13,5,1,14,6,2022-04-26
"1957",78254,13,2,4,17,6,2022-04-26
"1958",78701,8,4,2,10,6,2022-04-26
"1959",80023,10,5,1,11,6,2022-04-26
"1960",80231,8,5,1,9,6,2022-04-26
"1961",80238,10,5,1,11,6,2022-04-26
"1962",80924,7,4,2,9,6,2022-04-26
"1963",85308,11,4,2,13,6,2022-04-26
"1964",85339,7,5,1,8,6,2022-04-26
"1965",85392,7,5,1,8,6,2022-04-26
"1966",80907,5,5,1,6,6,2022-04-26
"1967",85226,10,5,1,11,6,2022-04-26
"1968",89117,17,5,1,18,6,2022-04-26
"1969",90640,5,5,1,6,6,2022-04-26
"1970",85383,15,5,1,16,6,2022-04-26
"1971",86001,5,3,3,8,6,2022-04-26
"1972",89131,10,4,2,12,6,2022-04-26
"1973",89044,6,4,2,8,6,2022-04-26
"1974",90043,10,4,2,12,6,2022-04-26
"1975",90210,7,5,1,8,6,2022-04-26
"1976",90712,9,5,1,10,6,2022-04-26
"1977",91016,9,5,1,10,6,2022-04-26
"1978",85234,6,5,1,7,6,2022-04-26
"1979",87501,12,5,1,13,6,2022-04-26
"1980",89123,12,5,1,13,6,2022-04-26
"1981",89523,9,5,1,10,6,2022-04-26
"1982",90005,7,5,1,8,6,2022-04-26
"1983",92027,14,5,1,15,6,2022-04-26
"1984",90802,13,5,1,14,6,2022-04-26
"1985",92106,9,5,1,10,6,2022-04-26
"1986",92154,13,5,1,14,6,2022-04-26
"1987",91932,8,5,1,9,6,2022-04-26
"1988",93536,12,5,1,13,6,2022-04-26
"1989",91362,10,4,2,12,6,2022-04-26
"1990",92691,6,5,1,7,6,2022-04-26
"1991",92831,8,5,1,9,6,2022-04-26
"1992",93944,7,4,2,9,6,2022-04-26
"1993",94044,7,5,1,8,6,2022-04-26
"1994",94133,9,5,1,10,6,2022-04-26
"1995",94565,8,3,3,11,6,2022-04-26
"1996",94024,8,5,1,9,6,2022-04-26
"1997",94941,15,5,1,16,6,2022-04-26
"1998",95060,16,5,1,17,6,2022-04-26
"1999",95128,10,4,2,12,6,2022-04-26
"2000",94309,7,5,1,8,6,2022-04-26
"2001",94513,11,5,1,12,6,2022-04-26
"2002",94536,8,5,1,9,6,2022-04-26
"2003",94545,6,5,1,7,6,2022-04-26
"2004",94904,6,4,2,8,6,2022-04-26
"2005",95901,9,4,2,11,6,2022-04-26
"2006",96814,12,4,2,14,6,2022-04-26
"2007",97030,7,5,1,8,6,2022-04-26
"2008",97333,7,5,1,8,6,2022-04-26
"2009",98075,8,5,1,9,6,2022-04-26
"2010",10522,5,4,1,6,5,2022-04-26
"2011",10941,5,3,2,7,5,2022-04-26
"2012",10970,6,3,2,8,5,2022-04-26
"2013",10308,8,4,1,9,5,2022-04-26
"2014",11946,5,4,1,6,5,2022-04-26
"2015",12148,5,4,1,6,5,2022-04-26
"2016",12534,4,4,1,5,5,2022-04-26
"2017",12901,5,3,2,7,5,2022-04-26
"2018",11786,7,4,1,8,5,2022-04-26
"2019",12084,6,4,1,7,5,2022-04-26
"2020",12211,10,4,1,11,5,2022-04-26
"2021",11901,7,4,1,8,5,2022-04-26
"2022",12553,7,4,1,8,5,2022-04-26
"2023",13078,8,4,1,9,5,2022-04-26
"2024",13126,6,4,1,7,5,2022-04-26
"2025",13669,6,4,1,7,5,2022-04-26
"2026",14215,11,4,1,12,5,2022-04-26
"2027",14845,5,4,1,6,5,2022-04-26
"2028",15014,5,4,1,6,5,2022-04-26
"2029",15122,7,4,1,8,5,2022-04-26
"2030",16625,5,4,1,6,5,2022-04-26
"2031",16635,7,4,1,8,5,2022-04-26
"2032",16667,5,3,2,7,5,2022-04-26
"2033",17018,3,3,2,5,5,2022-04-26
"2034",16148,7,4,1,8,5,2022-04-26
"2035",17244,7,3,2,9,5,2022-04-26
"2036",17963,5,4,1,6,5,2022-04-26
"2037",18431,7,4,1,8,5,2022-04-26
"2038",17090,5,4,1,6,5,2022-04-26
"2039",18106,9,4,1,10,5,2022-04-26
"2040",18325,3,3,2,5,5,2022-04-26
"2041",18407,5,1,4,9,5,2022-04-26
"2042",18508,7,4,1,8,5,2022-04-26
"2043",19055,6,4,1,7,5,2022-04-26
"2044",17264,6,4,1,7,5,2022-04-26
"2045",19504,5,4,1,6,5,2022-04-26
"2046",20174,4,4,1,5,5,2022-04-26
"2047",20433,8,4,1,9,5,2022-04-26
"2048",22567,4,4,1,5,5,2022-04-26
"2049",23306,5,3,2,7,5,2022-04-26
"2050",23517,5,4,1,6,5,2022-04-26
"2051",23924,6,4,1,7,5,2022-04-26
"2052",23944,6,4,1,7,5,2022-04-26
"2053",24201,6,4,1,7,5,2022-04-26
"2054",24901,8,4,1,9,5,2022-04-26
"2055",26201,13,4,1,14,5,2022-04-26
"2056",23507,9,4,1,10,5,2022-04-26
"2057",23927,7,4,1,8,5,2022-04-26
"2058",23103,4,3,2,6,5,2022-04-26
"2059",24592,7,4,1,8,5,2022-04-26
"2060",27262,9,4,1,10,5,2022-04-26
"2061",28469,8,4,1,9,5,2022-04-26
"2062",28501,5,4,1,6,5,2022-04-26
"2063",28787,7,4,1,8,5,2022-04-26
"2064",29061,8,4,1,9,5,2022-04-26
"2065",29678,6,3,2,8,5,2022-04-26
"2066",30313,5,4,1,6,5,2022-04-26
"2067",28570,6,4,1,7,5,2022-04-26
"2068",29690,3,2,3,6,5,2022-04-26
"2069",29118,7,4,1,8,5,2022-04-26
"2070",29169,7,4,1,8,5,2022-04-26
"2071",29405,6,4,1,7,5,2022-04-26
"2072",30143,4,3,2,6,5,2022-04-26
"2073",32136,6,3,2,8,5,2022-04-26
"2074",30035,8,4,1,9,5,2022-04-26
"2075",31005,6,4,1,7,5,2022-04-26
"2076",31558,10,4,1,11,5,2022-04-26
"2077",32159,12,4,1,13,5,2022-04-26
"2078",30677,6,3,2,8,5,2022-04-26
"2079",32233,9,4,1,10,5,2022-04-26
"2080",32459,9,3,2,11,5,2022-04-26
"2081",32766,7,3,2,9,5,2022-04-26
"2082",32583,8,4,1,9,5,2022-04-26
"2083",32967,13,4,1,14,5,2022-04-26
"2084",33060,12,3,2,14,5,2022-04-26
"2085",33594,9,4,1,10,5,2022-04-26
"2086",32920,7,4,1,8,5,2022-04-26
"2087",33004,8,4,1,9,5,2022-04-26
"2088",33056,12,4,1,13,5,2022-04-26
"2089",33405,11,4,1,12,5,2022-04-26
"2090",33625,8,4,1,9,5,2022-04-26
"2091",33150,9,4,1,10,5,2022-04-26
"2092",33161,12,4,1,13,5,2022-04-26
"2093",33461,9,4,1,10,5,2022-04-26
"2094",33777,7,4,1,8,5,2022-04-26
"2095",33897,12,4,1,13,5,2022-04-26
"2096",34120,13,3,2,15,5,2022-04-26
"2097",33547,9,4,1,10,5,2022-04-26
"2098",33765,7,4,1,8,5,2022-04-26
"2099",33767,11,3,2,13,5,2022-04-26
"2100",33881,10,4,1,11,5,2022-04-26
"2101",33884,9,4,1,10,5,2022-04-26
"2102",34233,7,4,1,8,5,2022-04-26
"2103",34653,5,3,2,7,5,2022-04-26
"2104",34736,8,4,1,9,5,2022-04-26
"2105",33860,3,2,3,6,5,2022-04-26
"2106",33912,12,4,1,13,5,2022-04-26
"2107",34471,5,4,1,6,5,2022-04-26
"2108",34771,2,1,4,6,5,2022-04-26
"2109",35749,14,4,1,15,5,2022-04-26
"2110",37086,6,4,1,7,5,2022-04-26
"2111",34207,10,3,2,12,5,2022-04-26
"2112",36617,5,4,1,6,5,2022-04-26
"2113",37303,1,1,4,5,5,2022-04-26
"2114",37932,6,4,1,7,5,2022-04-26
"2115",39759,5,4,1,6,5,2022-04-26
"2116",37208,10,4,1,11,5,2022-04-26
"2117",37659,3,2,3,6,5,2022-04-26
"2118",37862,4,3,2,6,5,2022-04-26
"2119",43206,9,4,1,10,5,2022-04-26
"2120",43232,9,4,1,10,5,2022-04-26
"2121",44146,8,4,1,9,5,2022-04-26
"2122",43220,6,4,1,7,5,2022-04-26
"2123",45243,3,2,3,6,5,2022-04-26
"2124",45434,4,4,1,5,5,2022-04-26
"2125",46220,8,4,1,9,5,2022-04-26
"2126",46236,11,4,1,12,5,2022-04-26
"2127",48185,8,4,1,9,5,2022-04-26
"2128",46250,5,4,1,6,5,2022-04-26
"2129",45220,11,4,1,12,5,2022-04-26
"2130",48842,6,4,1,7,5,2022-04-26
"2131",49424,11,4,1,12,5,2022-04-26
"2132",50310,5,4,1,6,5,2022-04-26
"2133",55057,8,4,1,9,5,2022-04-26
"2134",44113,8,4,1,9,5,2022-04-26
"2135",45208,8,4,1,9,5,2022-04-26
"2136",45233,6,4,1,7,5,2022-04-26
"2137",46060,5,4,1,6,5,2022-04-26
"2138",48360,8,4,1,9,5,2022-04-26
"2139",52806,6,4,1,7,5,2022-04-26
"2140",46278,6,4,1,7,5,2022-04-26
"2141",48109,5,4,1,6,5,2022-04-26
"2142",48202,6,4,1,7,5,2022-04-26
"2143",48236,6,3,2,8,5,2022-04-26
"2144",55369,7,4,1,8,5,2022-04-26
"2145",53711,8,4,1,9,5,2022-04-26
"2146",56301,6,3,2,8,5,2022-04-26
"2147",60195,5,4,1,6,5,2022-04-26
"2148",59601,6,3,2,8,5,2022-04-26
"2149",61704,7,4,1,8,5,2022-04-26
"2150",61822,9,4,1,10,5,2022-04-26
"2151",60076,8,3,2,10,5,2022-04-26
"2152",60458,3,3,2,5,5,2022-04-26
"2153",65201,6,4,1,7,5,2022-04-26
"2154",63109,32,3,2,34,5,2022-04-26
"2155",63118,21,2,3,24,5,2022-04-26
"2156",63123,27,2,3,30,5,2022-04-26
"2157",63143,17,3,2,19,5,2022-04-26
"2158",66503,6,4,1,7,5,2022-04-26
"2159",72076,6,4,1,7,5,2022-04-26
"2160",70816,8,3,2,10,5,2022-04-26
"2161",73102,4,4,1,5,5,2022-04-26
"2162",72713,7,4,1,8,5,2022-04-26
"2163",75220,5,4,1,6,5,2022-04-26
"2164",75023,8,4,1,9,5,2022-04-26
"2165",75032,6,3,2,8,5,2022-04-26
"2166",73106,6,4,1,7,5,2022-04-26
"2167",76262,10,4,1,11,5,2022-04-26
"2168",77055,6,4,1,7,5,2022-04-26
"2169",77380,8,4,1,9,5,2022-04-26
"2170",76513,6,3,2,8,5,2022-04-26
"2171",76522,9,4,1,10,5,2022-04-26
"2172",77386,11,4,1,12,5,2022-04-26
"2173",77469,10,4,1,11,5,2022-04-26
"2174",78154,8,4,1,9,5,2022-04-26
"2175",76908,6,4,1,7,5,2022-04-26
"2176",77042,10,4,1,11,5,2022-04-26
"2177",77059,8,4,1,9,5,2022-04-26
"2178",77074,5,2,3,8,5,2022-04-26
"2179",77345,8,3,2,10,5,2022-04-26
"2180",77478,7,4,1,8,5,2022-04-26
"2181",78702,10,4,1,11,5,2022-04-26
"2182",78722,5,4,1,6,5,2022-04-26
"2183",78723,9,4,1,10,5,2022-04-26
"2184",79606,6,4,1,7,5,2022-04-26
"2185",80210,14,4,1,15,5,2022-04-26
"2186",78744,6,4,1,7,5,2022-04-26
"2187",78751,11,4,1,12,5,2022-04-26
"2188",80246,7,4,1,8,5,2022-04-26
"2189",81501,4,3,2,6,5,2022-04-26
"2190",81601,3,3,2,5,5,2022-04-26
"2191",83616,6,4,1,7,5,2022-04-26
"2192",84041,5,4,1,6,5,2022-04-26
"2193",84020,13,4,1,14,5,2022-04-26
"2194",84121,5,4,1,6,5,2022-04-26
"2195",84604,6,4,1,7,5,2022-04-26
"2196",85225,13,4,1,14,5,2022-04-26
"2197",85012,5,4,1,6,5,2022-04-26
"2198",85203,5,3,2,7,5,2022-04-26
"2199",89084,14,4,1,15,5,2022-04-26
"2200",89135,10,4,1,11,5,2022-04-26
"2201",89149,9,4,1,10,5,2022-04-26
"2202",90018,9,4,1,10,5,2022-04-26
"2203",84094,4,3,2,6,5,2022-04-26
"2204",85014,12,4,1,13,5,2022-04-26
"2205",85382,8,4,1,9,5,2022-04-26
"2206",85749,6,3,2,8,5,2022-04-26
"2207",87123,6,4,1,7,5,2022-04-26
"2208",89011,7,4,1,8,5,2022-04-26
"2209",89115,5,4,1,6,5,2022-04-26
"2210",90265,5,4,1,6,5,2022-04-26
"2211",90803,6,4,1,7,5,2022-04-26
"2212",90247,9,4,1,10,5,2022-04-26
"2213",85086,5,4,1,6,5,2022-04-26
"2214",85209,7,3,2,9,5,2022-04-26
"2215",90806,4,4,1,5,5,2022-04-26
"2216",91206,8,4,1,9,5,2022-04-26
"2217",91505,7,4,1,8,5,2022-04-26
"2218",91776,6,4,1,7,5,2022-04-26
"2219",92374,7,3,2,9,5,2022-04-26
"2220",92626,8,4,1,9,5,2022-04-26
"2221",90041,6,4,1,7,5,2022-04-26
"2222",91302,8,4,1,9,5,2022-04-26
"2223",92120,5,4,1,6,5,2022-04-26
"2224",91784,6,4,1,7,5,2022-04-26
"2225",92083,3,3,2,5,5,2022-04-26
"2226",92102,9,4,1,10,5,2022-04-26
"2227",92116,6,4,1,7,5,2022-04-26
"2228",92118,9,4,1,10,5,2022-04-26
"2229",92870,8,4,1,9,5,2022-04-26
"2230",91401,9,4,1,10,5,2022-04-26
"2231",91803,7,4,1,8,5,2022-04-26
"2232",92019,10,4,1,11,5,2022-04-26
"2233",94015,11,4,1,12,5,2022-04-26
"2234",94132,11,4,1,12,5,2022-04-26
"2235",95132,9,4,1,10,5,2022-04-26
"2236",94124,3,3,2,5,5,2022-04-26
"2237",94541,8,3,2,10,5,2022-04-26
"2238",94707,12,4,1,13,5,2022-04-26
"2239",95355,7,4,1,8,5,2022-04-26
"2240",93950,5,4,1,6,5,2022-04-26
"2241",94070,9,4,1,10,5,2022-04-26
"2242",94804,8,4,1,9,5,2022-04-26
"2243",98466,5,4,1,6,5,2022-04-26
"2244",99615,2,1,4,6,5,2022-04-26
"2245",99205,4,3,2,6,5,2022-04-26
"2246",99654,5,2,3,8,5,2022-04-26
"2247",96819,14,4,1,15,5,2022-04-26
"2248",98005,5,3,2,7,5,2022-04-26
"2249",98055,7,4,1,8,5,2022-04-26
"2250",10307,4,3,1,5,4,2022-04-26
"2251",10589,3,3,1,4,4,2022-04-26
"2252",10930,4,3,1,5,4,2022-04-26
"2253",10998,4,3,1,5,4,2022-04-26
"2254",10994,6,3,1,7,4,2022-04-26
"2255",11363,5,3,1,6,4,2022-04-26
"2256",11730,4,3,1,5,4,2022-04-26
"2257",11732,5,3,1,6,4,2022-04-26
"2258",12582,3,3,1,4,4,2022-04-26
"2259",13021,8,3,1,9,4,2022-04-26
"2260",13601,6,3,1,7,4,2022-04-26
"2261",13901,5,3,1,6,4,2022-04-26
"2262",14870,5,3,1,6,4,2022-04-26
"2263",15203,8,3,1,9,4,2022-04-26
"2264",14150,7,3,1,8,4,2022-04-26
"2265",15211,5,3,1,6,4,2022-04-26
"2266",15216,13,2,2,15,4,2022-04-26
"2267",15666,5,2,2,7,4,2022-04-26
"2268",15924,3,3,1,4,4,2022-04-26
"2269",17061,2,2,2,4,4,2022-04-26
"2270",16335,6,2,2,8,4,2022-04-26
"2271",16412,4,3,1,5,4,2022-04-26
"2272",16630,4,3,1,5,4,2022-04-26
"2273",17931,4,3,1,5,4,2022-04-26
"2274",18080,3,3,1,4,4,2022-04-26
"2275",17857,5,3,1,6,4,2022-04-26
"2276",17844,4,3,1,5,4,2022-04-26
"2277",18202,6,3,1,7,4,2022-04-26
"2278",18445,4,3,1,5,4,2022-04-26
"2279",20014,3,3,1,4,4,2022-04-26
"2280",19602,3,3,1,4,4,2022-04-26
"2281",22106,4,3,1,5,4,2022-04-26
"2282",22222,2,2,2,4,4,2022-04-26
"2283",22747,4,3,1,5,4,2022-04-26
"2284",22851,4,3,1,5,4,2022-04-26
"2285",22480,5,3,1,6,4,2022-04-26
"2286",22824,5,2,2,7,4,2022-04-26
"2287",23140,5,3,1,6,4,2022-04-26
"2288",22476,2,2,2,4,4,2022-04-26
"2289",23930,5,3,1,6,4,2022-04-26
"2290",23389,4,3,1,5,4,2022-04-26
"2291",24557,6,3,1,7,4,2022-04-26
"2292",26062,4,3,1,5,4,2022-04-26
"2293",27537,3,3,1,4,4,2022-04-26
"2294",27944,6,3,1,7,4,2022-04-26
"2295",27525,9,2,2,11,4,2022-04-26
"2296",27889,5,3,1,6,4,2022-04-26
"2297",27892,4,3,1,5,4,2022-04-26
"2298",28056,8,3,1,9,4,2022-04-26
"2299",28539,11,3,1,12,4,2022-04-26
"2300",28607,10,2,2,12,4,2022-04-26
"2301",29180,5,3,1,6,4,2022-04-26
"2302",28209,4,3,1,5,4,2022-04-26
"2303",29611,8,3,1,9,4,2022-04-26
"2304",29829,4,3,1,5,4,2022-04-26
"2305",29945,4,3,1,5,4,2022-04-26
"2306",28613,3,3,1,4,4,2022-04-26
"2307",29492,11,2,2,13,4,2022-04-26
"2308",29020,5,3,1,6,4,2022-04-26
"2309",29505,4,3,1,5,4,2022-04-26
"2310",29605,5,3,1,6,4,2022-04-26
"2311",29673,5,3,1,6,4,2022-04-26
"2312",29902,8,3,1,9,4,2022-04-26
"2313",30102,9,3,1,10,4,2022-04-26
"2314",30534,6,3,1,7,4,2022-04-26
"2315",31315,7,3,1,8,4,2022-04-26
"2316",32504,9,3,1,10,4,2022-04-26
"2317",32754,6,2,2,8,4,2022-04-26
"2318",30317,6,3,1,7,4,2022-04-26
"2319",31322,10,3,1,11,4,2022-04-26
"2320",32217,6,3,1,7,4,2022-04-26
"2321",31905,8,3,1,9,4,2022-04-26
"2322",32205,6,3,1,7,4,2022-04-26
"2323",32407,7,3,1,8,4,2022-04-26
"2324",32778,4,3,1,5,4,2022-04-26
"2325",32779,9,3,1,10,4,2022-04-26
"2326",33030,7,3,1,8,4,2022-04-26
"2327",32724,5,3,1,6,4,2022-04-26
"2328",32960,10,2,2,12,4,2022-04-26
"2329",33167,6,1,3,9,4,2022-04-26
"2330",32806,5,3,1,6,4,2022-04-26
"2331",33605,9,2,2,11,4,2022-04-26
"2332",33470,13,3,1,14,4,2022-04-26
"2333",34638,10,3,1,11,4,2022-04-26
"2334",33931,6,3,1,7,4,2022-04-26
"2335",33935,35,3,1,36,4,2022-04-26
"2336",34203,10,2,2,12,4,2022-04-26
"2337",34269,2,2,2,4,4,2022-04-26
"2338",34453,2,1,3,5,4,2022-04-26
"2339",34788,8,3,1,9,4,2022-04-26
"2340",37931,4,3,1,5,4,2022-04-26
"2341",37857,6,3,1,7,4,2022-04-26
"2342",38305,11,3,1,12,4,2022-04-26
"2343",39402,8,3,1,9,4,2022-04-26
"2344",40204,4,3,1,5,4,2022-04-26
"2345",35756,5,3,1,6,4,2022-04-26
"2346",39532,6,3,1,7,4,2022-04-26
"2347",43026,9,3,1,10,4,2022-04-26
"2348",40291,5,3,1,6,4,2022-04-26
"2349",43203,4,3,1,5,4,2022-04-26
"2350",44132,3,3,1,4,4,2022-04-26
"2351",44112,6,3,1,7,4,2022-04-26
